"","site_id","egforest","decforest","mixforest","woodland","lowshrub","tallshrub","openshrub","tundra","tussock","sparseveg","fen","bog","littoral","barren","water","site_id","raw_elev"
"24","KOUG_4_6_31",0,0,0.00163265306122449,0.00244897959183673,0.0261224489795918,0.0261224489795918,0.00244897959183673,0.781224489795918,0.0122448979591837,0.130612244897959,0,0,0,0.0171428571428571,0,"KOUG_4_6_31",456.367218017578
"25","KOUG_4_6_28",0,0,0.0073469387755102,0,0,0.376326530612245,0,0.551836734693878,0,0.0612244897959184,0,0,0,0.00326530612244898,0,"KOUG_4_6_28",281.014221191406
"26","KOUG_4_6_23",0,0,0.00244897959183673,0.00489795918367347,0.0195918367346939,0.233469387755102,0.00244897959183673,0.507755102040816,0.00326530612244898,0.13469387755102,0,0,0,0.0914285714285714,0,"KOUG_4_6_23",246.572296142578
"27","TELL_4_4_12",0,0,0,0,0.0644897959183673,0.12734693877551,0,0.764081632653061,0.0440816326530612,0,0,0,0,0,0,"TELL_4_4_12",229.184539794922
"28","TELL_4_4_8",0,0,0,0,0.0155102040816327,0.0881632653061225,0,0.691428571428571,0.204897959183673,0,0,0,0,0,0,"TELL_4_4_8",206.719619750977
"29","TELL_4_4_4",0,0,0,0,0.0187755102040816,0.0595918367346939,0,0.871020408163265,0.0457142857142857,0.00489795918367347,0,0,0,0,0,"TELL_4_4_4",148.023162841797
"30","TELL_4_4_9",0,0,0,0,0.177142857142857,0.0130612244897959,0.00489795918367347,0.634285714285714,0.168163265306122,0.00163265306122449,0,0,0,0.000816326530612245,0,"TELL_4_4_9",197.040969848633
"31","TELL_4_4_14",0,0,0,0,0.129795918367347,0.619591836734694,0.00653061224489796,0.135510204081633,0.10530612244898,0,0.00326530612244898,0,0,0,0,"TELL_4_4_14",179.073089599609
"32","TELL_4_4_18",0,0,0,0,0.0726530612244898,0.302040816326531,0,0.547755102040816,0.0751020408163265,0.00244897959183673,0,0,0,0,0,"TELL_4_4_18",134.027404785156
"33","TELL_4_4_21",0,0,0,0,0.0873469387755102,0.383673469387755,0,0.300408163265306,0.228571428571429,0,0,0,0,0,0,"TELL_4_4_21",123.588363647461
"34","TELL_4_4_24",0,0,0,0,0.046530612244898,0.150204081632653,0,0.676734693877551,0.126530612244898,0,0,0,0,0,0,"TELL_4_4_24",155.561340332031
"35","TELL_4_4_26",0,0,0,0,0.00897959183673469,0.310204081632653,0,0.591836734693878,0.0889795918367347,0,0,0,0,0,0,"TELL_4_4_26",213.583450317383
"36","TELL_4_4_23",0,0,0,0,0.00571428571428571,0.0204081632653061,0,0.939591836734694,0.0342857142857143,0,0,0,0,0,0,"TELL_4_4_23",162.072189331055
"37","COUN_3_12_1",0.0146938775510204,0,0.0587755102040816,0.0155102040816327,0.0391836734693878,0.641632653061225,0,0.170612244897959,0,0.00163265306122449,0.0204081632653061,0,0.00653061224489796,0.0302040816326531,0.000816326530612245,"COUN_3_12_1",29.2024574279785
"38","COUN_3_12_4",0,0.00163265306122449,0,0,0.0130612244897959,0.393469387755102,0,0.520816326530612,0.0187755102040816,0.0146938775510204,0,0,0,0.0375510204081633,0,"COUN_3_12_4",37.2381210327148
"39","COUN_3_12_7",0,0.000816326530612245,0.000816326530612245,0,0.04,0.448979591836735,0,0.397551020408163,0.00244897959183673,0.0946938775510204,0,0,0,0.0146938775510204,0,"COUN_3_12_7",64.3219680786133
"40","COUN_3_12_9",0,0.00163265306122449,0.00653061224489796,0.00163265306122449,0.00979591836734694,0.688979591836735,0,0.271836734693878,0.00163265306122449,0.0122448979591837,0,0,0,0.00571428571428571,0,"COUN_3_12_9",42.9626808166504
"41","COUN_3_12_11",0,0,0,0,0.0489795918367347,0.0261224489795918,0,0.668571428571429,0.000816326530612245,0.0971428571428571,0,0,0,0.158367346938776,0,"COUN_3_12_11",81.0830307006836
"42","COUN_3_12_13",0,0,0.00163265306122449,0,0.00571428571428571,0.187755102040816,0,0.677551020408163,0.00979591836734694,0.0914285714285714,0,0,0,0.0261224489795918,0,"COUN_3_12_13",78.6052398681641
"43","COUN_3_12_10",0,0,0,0,0.0310204081632653,0.140408163265306,0,0.518367346938776,0.000816326530612245,0.115918367346939,0,0,0,0.193469387755102,0,"COUN_3_12_10",85.7243118286133
"44","COUN_3_12_8",0,0,0,0,0.0938775510204082,0.146122448979592,0,0.557551020408163,0.00163265306122449,0.137142857142857,0,0,0,0.0636734693877551,0,"COUN_3_12_8",61.2506828308105
"45","COUN_3_12_6",0.00326530612244898,0,0.0130612244897959,0.00489795918367347,0.0326530612244898,0.231020408163265,0,0.586122448979592,0.00326530612244898,0.036734693877551,0.036734693877551,0,0.00326530612244898,0.0473469387755102,0.00163265306122449,"COUN_3_12_6",48.4834594726562
"46","KOUG_4_21_5",0.000816326530612245,0,0,0,0.10530612244898,0.226122448979592,0.0253061224489796,0.336326530612245,0.257142857142857,0.0155102040816327,0.0285714285714286,0,0,0.00489795918367347,0,"KOUG_4_21_5",215.361923217773
"47","KOUG_4_21_8",0,0,0,0,0.0995918367346939,0,0,0.584489795918367,0.258775510204082,0.0571428571428571,0,0,0,0,0,"KOUG_4_21_8",270.23388671875
"48","KOUG_4_21_12",0,0,0,0,0.0791836734693878,0,0,0.203265306122449,0.00571428571428571,0.568163265306122,0,0,0,0.143673469387755,0,"KOUG_4_21_12",412.776153564453
"49","KOUG_4_21_15",0,0,0,0,0.0791836734693878,0,0,0.203265306122449,0.00571428571428571,0.568163265306122,0,0,0,0.143673469387755,0,"KOUG_4_21_15",412.776153564453
"50","KOUG_4_21_18",0,0,0,0,0.08,0.00326530612244898,0.00163265306122449,0.108571428571429,0.00489795918367347,0.331428571428571,0,0,0,0.470204081632653,0,"KOUG_4_21_18",412.506164550781
"51","KOUG_4_21_22",0,0,0,0,0.0228571428571429,0,0,0.0285714285714286,0,0.462040816326531,0,0,0,0.486530612244898,0,"KOUG_4_21_22",434.631164550781
"52","KOUG_4_21_17",0,0,0,0,0.15265306122449,0.0138775510204082,0.00326530612244898,0.191836734693878,0.00326530612244898,0.570612244897959,0,0,0,0.0644897959183673,0,"KOUG_4_21_17",347.997528076172
"53","KOUG_4_21_21",0,0,0,0,0,0,0,0.00244897959183673,0,0.72,0,0,0,0.277551020408163,0,"KOUG_4_21_21",475.091644287109
"54","KOUG_4_21_26",0,0,0,0,0.245714285714286,0,0,0.0563265306122449,0.00408163265306122,0.644081632653061,0,0,0,0.0497959183673469,0,"KOUG_4_21_26",406.598388671875
"55","KOUG_4_21_20",0,0,0,0,0.524081632653061,0.000816326530612245,0,0.243265306122449,0.0448979591836735,0.186938775510204,0,0,0,0,0,"KOUG_4_21_20",317.751922607422
"56","KOUG_4_21_16",0,0,0,0,0.524081632653061,0.000816326530612245,0,0.243265306122449,0.0448979591836735,0.186938775510204,0,0,0,0,0,"KOUG_4_21_16",317.751922607422
"57","KOUG_4_21_14",0,0,0,0,0.266938775510204,0.0310204081632653,0,0.497142857142857,0.124081632653061,0.0742857142857143,0,0,0,0.00653061224489796,0,"KOUG_4_21_14",263.602661132812
"58","COUN_5_12_1",0.00163265306122449,0,0,0,0.0106122448979592,0.10530612244898,0,0.158367346938776,0,0.0122448979591837,0.00816326530612245,0,0.00163265306122449,0.135510204081633,0.562448979591837,"COUN_5_12_1",5.63716459274292
"59","COUN_5_12_2",0,0,0.00244897959183673,0,0.0253061224489796,0.204897959183673,0.00571428571428571,0.653877551020408,0.00897959183673469,0.0212244897959184,0.0138775510204082,0,0,0.0473469387755102,0.0163265306122449,"COUN_5_12_2",21.1963634490967
"60","COUN_5_12_5",0.00897959183673469,0,0,0,0.0506122448979592,0.0522448979591837,0.0073469387755102,0.813061224489796,0.00653061224489796,0.0171428571428571,0.00163265306122449,0,0.00571428571428571,0.0351020408163265,0.00163265306122449,"COUN_5_12_5",33.8441581726074
"61","COUN_5_12_9",0,0,0,0,0.000816326530612245,0.147755102040816,0,0.84,0.0114285714285714,0,0,0,0,0,0,"COUN_5_12_9",29.4530506134033
"62","COUN_5_12_14",0,0,0,0,0.0130612244897959,0.0310204081632653,0,0.946122448979592,0.00163265306122449,0.00571428571428571,0.000816326530612245,0,0,0.00163265306122449,0,"COUN_5_12_14",35.2440338134766
"63","COUN_5_12_10",0,0,0,0,0.0244897959183673,0.0759183673469388,0,0.846530612244898,0.0481632653061225,0.00489795918367347,0,0,0,0,0,"COUN_5_12_10",38.2840881347656
"64","COUN_5_12_7",0.00326530612244898,0,0,0,0.0073469387755102,0.102040816326531,0.0212244897959184,0.756734693877551,0.0146938775510204,0.0106122448979592,0.00163265306122449,0,0,0.0791836734693878,0.00326530612244898,"COUN_5_12_7",25.4790840148926
"65","COUN_4_10_10",0,0,0,0,0.0685714285714286,0.132244897959184,0,0.321632653061225,0.00326530612244898,0.158367346938776,0,0,0,0.315918367346939,0,"COUN_4_10_10",106.126907348633
"66","COUN_4_10_15",0,0,0,0,0.0514285714285714,0.177142857142857,0,0.683265306122449,0.00244897959183673,0.0840816326530612,0,0,0,0.00163265306122449,0,"COUN_4_10_15",98.0190048217773
"67","COUN_4_10_11",0,0,0,0,0.00326530612244898,0.0889795918367347,0,0.900408163265306,0.0073469387755102,0,0,0,0,0,0,"COUN_4_10_11",104.82689666748
"68","COUN_4_10_16",0,0,0,0,0.00326530612244898,0.0889795918367347,0,0.900408163265306,0.0073469387755102,0,0,0,0,0,0,"COUN_4_10_16",104.82689666748
"69","COUN_4_10_12",0,0,0,0,0.00979591836734694,0.0220408163265306,0,0.964897959183673,0.00326530612244898,0,0,0,0,0,0,"COUN_4_10_12",155.186065673828
"70","COUN_4_10_8",0,0.0073469387755102,0,0,0.000816326530612245,0.16734693877551,0,0.824489795918367,0,0,0,0,0,0,0,"COUN_4_10_8",96.8348083496094
"71","COUN_4_10_4",0,0,0,0,0.0130612244897959,0,0,0.951836734693878,0,0.0351020408163265,0,0,0,0,0,"COUN_4_10_4",70.2424774169922
"72","COUN_4_10_7",0,0,0,0,0.00653061224489796,0.154285714285714,0,0.836734693877551,0,0.00244897959183673,0,0,0,0,0,"COUN_4_10_7",84.6092071533203
"73","COUN_4_10_6",0,0.0073469387755102,0,0,0.0244897959183673,0.204897959183673,0,0.633469387755102,0.00326530612244898,0.0718367346938776,0,0,0,0.0546938775510204,0,"COUN_4_10_6",91.6840972900391
"74","TELL_5_23_2",0,0,0,0,0.0277551020408163,0,0,0.645714285714286,0.00244897959183673,0.323265306122449,0,0,0,0.000816326530612245,0,"TELL_5_23_2",213.182342529297
"75","TELL_5_23_4",0,0,0,0,0.00163265306122449,0.0391836734693878,0,0.933061224489796,0,0.0253061224489796,0,0,0,0.000816326530612245,0,"TELL_5_23_4",154.444366455078
"76","TELL_5_23_6",0,0.000816326530612245,0,0,0.0130612244897959,0.0114285714285714,0,0.764897959183673,0.0416326530612245,0.168163265306122,0,0,0,0,0,"TELL_5_23_6",212.970428466797
"77","TELL_5_23_10",0,0,0,0.00244897959183673,0.0155102040816327,0.00653061224489796,0.0130612244897959,0.0702040816326531,0,0.762448979591837,0.00326530612244898,0,0,0.126530612244898,0,"TELL_5_23_10",313.504943847656
"78","TELL_5_23_14",0,0,0,0.0171428571428571,0.0661224489795918,0.00816326530612245,0.0106122448979592,0.244897959183673,0.0130612244897959,0.591836734693878,0,0,0,0.0481632653061225,0,"TELL_5_23_14",287.575592041016
"79","TELL_5_23_11",0.00163265306122449,0,0,0.0138775510204082,0.0636734693877551,0.0448979591836735,0.213877551020408,0.262040816326531,0.0220408163265306,0.333061224489796,0.0163265306122449,0,0,0.0285714285714286,0,"TELL_5_23_11",354.345672607422
"80","TELL_5_23_8",0,0.00489795918367347,0,0,0.0310204081632653,0.109387755102041,0.116734693877551,0.640816326530612,0.0955102040816326,0.00163265306122449,0,0,0,0,0,"TELL_5_23_8",187.091918945312
"81","TELL_5_23_5",0,0.00653061224489796,0,0,0,0.260408163265306,0,0.729795918367347,0.00163265306122449,0.00163265306122449,0,0,0,0,0,"TELL_5_23_5",131.024627685547
"82","TELL_5_23_3",0,0,0,0,0.00163265306122449,0.0228571428571429,0,0.94530612244898,0.0293877551020408,0.000816326530612245,0,0,0,0,0,"TELL_5_23_3",219.671447753906
"83","TELL_5_23_1",0,0,0,0,0.04,0.350204081632653,0,0.577142857142857,0.0114285714285714,0.0212244897959184,0,0,0,0,0,"TELL_5_23_1",111.033279418945
"84","TELL_3_1_1",0,0,0,0,0.110204081632653,0.000816326530612245,0,0.805714285714286,0.0718367346938776,0.0114285714285714,0,0,0,0,0,"TELL_3_1_1",181.880493164062
"85","TELL_3_1_5",0,0,0,0,0.12734693877551,0,0,0.817959183673469,0.0514285714285714,0.00326530612244898,0,0,0,0,0,"TELL_3_1_5",273.807861328125
"86","TELL_3_1_9",0,0,0,0,0.248163265306122,0,0,0.36,0.119183673469388,0.27265306122449,0,0,0,0,0,"TELL_3_1_9",314.118041992188
"87","TELL_3_1_13",0,0,0,0,0.0685714285714286,0.0473469387755102,0,0.503673469387755,0.151020408163265,0.229387755102041,0,0,0,0,0,"TELL_3_1_13",297.370086669922
"88","TELL_3_1_16",0,0,0,0,0.107755102040816,0.0326530612244898,0.00163265306122449,0.479183673469388,0.188571428571429,0.190204081632653,0,0,0,0,0,"TELL_3_1_16",287.508331298828
"89","TELL_3_1_20",0,0,0,0,0.151020408163265,0.0293877551020408,0,0.609795918367347,0.153469387755102,0.046530612244898,0.00163265306122449,0,0,0.00816326530612245,0,"TELL_3_1_20",228.073379516602
"90","TELL_3_1_17",0,0,0,0,0.0775510204081633,0.00408163265306122,0,0.699591836734694,0.0906122448979592,0.128163265306122,0,0,0,0,0,"TELL_3_1_17",250.951522827148
"91","TELL_3_1_21",0,0,0,0,0.0775510204081633,0.00408163265306122,0,0.699591836734694,0.0906122448979592,0.128163265306122,0,0,0,0,0,"TELL_3_1_21",250.951522827148
"92","TELL_3_1_18",0,0,0,0,0.046530612244898,0.0236734693877551,0,0.431020408163265,0.138775510204082,0.36,0,0,0,0,0,"TELL_3_1_18",261.135162353516
"93","TELL_3_1_14",0,0,0,0,0.0351020408163265,0,0,0.0620408163265306,0.00244897959183673,0.818775510204082,0,0,0,0.0816326530612245,0,"TELL_3_1_14",327.472900390625
"94","TELL_3_1_10",0,0,0,0,0.12734693877551,0,0,0.817959183673469,0.0514285714285714,0.00326530612244898,0,0,0,0,0,"TELL_3_1_10",273.807861328125
"95","COUN_4_14_23",0,0,0,0,0.00653061224489796,0.00244897959183673,0,0.961632653061224,0,0.0293877551020408,0,0,0,0,0,"COUN_4_14_23",45.7119407653809
"96","COUN_4_14_25",0.0146938775510204,0,0,0.00163265306122449,0.0179591836734694,0.00571428571428571,0.00979591836734694,0.799183673469388,0.0138775510204082,0.0759183673469388,0.000816326530612245,0,0.0204081632653061,0.00244897959183673,0.0375510204081633,"COUN_4_14_25",40.8551025390625
"97","COUN_4_14_24",0.00571428571428571,0,0,0,0.0375510204081633,0.0146938775510204,0.0146938775510204,0.902040816326531,0.0122448979591837,0.0130612244897959,0,0,0,0,0,"COUN_4_14_24",47.7187232971191
"98","COUN_4_14_21",0.00571428571428571,0,0,0,0.0375510204081633,0.0146938775510204,0.0146938775510204,0.902040816326531,0.0122448979591837,0.0130612244897959,0,0,0,0,0,"COUN_4_14_21",47.7187232971191
"99","COUN_4_14_18",0,0,0,0,0.0204081632653061,0,0,0.956734693877551,0.0114285714285714,0.0114285714285714,0,0,0,0,0,"COUN_4_14_18",47.1741600036621
"100","COUN_4_14_15",0,0,0,0,0.0130612244897959,0.000816326530612245,0,0.964081632653061,0.00979591836734694,0.0122448979591837,0,0,0,0,0,"COUN_4_14_15",41.9317436218262
"101","COUN_4_14_11",0,0,0,0,0.0130612244897959,0.000816326530612245,0,0.964081632653061,0.00979591836734694,0.0122448979591837,0,0,0,0,0,"COUN_4_14_11",41.9317436218262
"102","COUN_4_14_14",0,0,0,0,0.0481632653061225,0.0302040816326531,0,0.871020408163265,0.0440816326530612,0.00653061224489796,0,0,0,0,0,"COUN_4_14_14",30.0164165496826
"103","COUN_4_14_17",0,0,0,0,0.0261224489795918,0.0073469387755102,0,0.94530612244898,0.00653061224489796,0.0146938775510204,0,0,0,0,0,"COUN_4_14_17",40.8167991638184
"104","COUN_4_14_20",0,0,0,0,0.0506122448979592,0.043265306122449,0,0.840816326530612,0.0351020408163265,0.0302040816326531,0,0,0,0,0,"COUN_4_14_20",27.496561050415
"105","KOUG_3_20_3",0,0.115102040816327,0,0,0.0106122448979592,0.311020408163265,0,0.506938775510204,0.00326530612244898,0.0375510204081633,0,0,0,0.0155102040816327,0,"KOUG_3_20_3",281.884704589844
"106","KOUG_3_20_6",0.000816326530612245,0.0138775510204082,0,0.00163265306122449,0.0302040816326531,0.613877551020408,0.00163265306122449,0.326530612244898,0.00326530612244898,0.00163265306122449,0.00653061224489796,0,0,0,0,"KOUG_3_20_6",232.240081787109
"107","KOUG_3_20_9",0,0.00979591836734694,0,0,0.00408163265306122,0.229387755102041,0,0.747755102040816,0.00163265306122449,0.0073469387755102,0,0,0,0,0,"KOUG_3_20_9",304.25927734375
"108","KOUG_3_20_13",0,0.086530612244898,0,0,0.00897959183673469,0.568979591836735,0,0.335510204081633,0,0,0,0,0,0,0,"KOUG_3_20_13",262.865203857422
"109","KOUG_3_20_17",0,0.00571428571428571,0,0,0.0489795918367347,0.00979591836734694,0,0.589387755102041,0.0073469387755102,0.333061224489796,0,0,0,0.00571428571428571,0,"KOUG_3_20_17",417.457305908203
"110","KOUG_3_20_20",0,0,0,0,0.0555102040816327,0.000816326530612245,0,0.187755102040816,0.00408163265306122,0.653877551020408,0,0,0,0.0979591836734694,0,"KOUG_3_20_20",NA
"111","KOUG_3_20_16",0,0,0,0,0.122448979591837,0.00244897959183673,0,0.577142857142857,0.0073469387755102,0.222040816326531,0,0,0,0.0685714285714286,0,"KOUG_3_20_16",493.460327148438
"112","KOUG_3_20_11",0.000816326530612245,0,0,0.00163265306122449,0.0416326530612245,0.00326530612244898,0,0.813061224489796,0.0538775510204082,0.0595918367346939,0,0,0,0.0261224489795918,0,"KOUG_3_20_11",373.2939453125
"113","KOUG_3_20_8",0,0,0,0,0.0408163265306122,0.00326530612244898,0,0.862857142857143,0.00816326530612245,0.0824489795918367,0,0,0,0.00244897959183673,0,"KOUG_3_20_8",428.739379882812
"114","KOUG_3_20_5",0,0,0,0,0.0326530612244898,0.259591836734694,0.0122448979591837,0.575510204081633,0.04,0.0277551020408163,0.00653061224489796,0,0,0.0457142857142857,0,"KOUG_3_20_5",332.704711914062
"115","TELL_4_18_21",0,0,0,0,0.0506122448979592,0,0,0.823673469387755,0.122448979591837,0.00326530612244898,0,0,0,0,0,"TELL_4_18_21",263.925598144531
"116","TELL_4_18_22",0,0,0,0,0.142040816326531,0.0236734693877551,0,0.709387755102041,0.102040816326531,0.0228571428571429,0,0,0,0,0,"TELL_4_18_22",263.175811767578
"117","TELL_4_18_20",0,0,0,0,0.129795918367347,0,0,0.765714285714286,0.086530612244898,0.0179591836734694,0,0,0,0,0,"TELL_4_18_20",250.12678527832
"118","TELL_4_18_18",0,0,0,0,0.0604081632653061,0.00408163265306122,0,0.471020408163265,0.45469387755102,0.00979591836734694,0,0,0,0,0,"TELL_4_18_18",217.117462158203
"119","TELL_4_18_17",0,0,0,0,0.0579591836734694,0.000816326530612245,0.00244897959183673,0.782857142857143,0.155918367346939,0,0,0,0,0,0,"TELL_4_18_17",233.53791809082
"120","TELL_4_18_16",0,0,0,0,0.0220408163265306,0.036734693877551,0,0.642448979591837,0.291428571428571,0.0073469387755102,0,0,0,0,0,"TELL_4_18_16",181.270919799805
"121","TELL_4_18_13",0,0,0,0,0.00163265306122449,0.0204081632653061,0,0.576326530612245,0.401632653061224,0,0,0,0,0,0,"TELL_4_18_13",131.401611328125
"122","TELL_4_18_15",0,0,0,0,0.043265306122449,0.00408163265306122,0,0.862040816326531,0.0840816326530612,0.00489795918367347,0,0,0,0.00163265306122449,0,"TELL_4_18_15",197.311721801758
"123","TELL_4_18_19",0,0,0,0,0.0579591836734694,0.000816326530612245,0.00244897959183673,0.782857142857143,0.155918367346939,0,0,0,0,0,0,"TELL_4_18_19",233.53791809082
"124","TELL_2_22_14",0,0,0,0,0.0342857142857143,0.036734693877551,0.00489795918367347,0.697142857142857,0.00244897959183673,0.159183673469388,0.00326530612244898,0,0,0.0620408163265306,0,"TELL_2_22_14",140.839309692383
"125","TELL_2_22_12",0,0,0,0,0.0342857142857143,0.036734693877551,0.00489795918367347,0.697142857142857,0.00244897959183673,0.159183673469388,0.00326530612244898,0,0,0.0620408163265306,0,"TELL_2_22_12",140.839309692383
"126","TELL_2_22_10",0,0,0,0,0,0,0,0.0269387755102041,0,0.284081632653061,0,0,0,0.688979591836735,0,"TELL_2_22_10",256.41357421875
"127","TELL_2_22_11",0,0,0,0,0,0,0,0.00816326530612245,0,0.56734693877551,0,0,0,0.424489795918367,0,"TELL_2_22_11",444.091003417969
"128","TELL_2_22_13",0,0,0,0,0.0212244897959184,0.0595918367346939,0.000816326530612245,0.161632653061224,0.00326530612244898,0.0922448979591837,0.00489795918367347,0,0,0.656326530612245,0,"TELL_2_22_13",139.786468505859
"129","TELL_2_22_15",0,0,0,0.00163265306122449,0.0220408163265306,0.0318367346938776,0,0.796734693877551,0.00326530612244898,0.0824489795918367,0.000816326530612245,0,0,0.0612244897959184,0,"TELL_2_22_15",175.919570922852
"130","TELL_2_22_17",0,0,0,0,0.0359183673469388,0.0146938775510204,0,0.90530612244898,0,0.0171428571428571,0,0,0,0.0269387755102041,0,"TELL_2_22_17",130.194580078125
"131","TELL_2_22_19",0,0,0,0,0.0228571428571429,0.0114285714285714,0.0073469387755102,0.808979591836735,0,0.137959183673469,0.00408163265306122,0,0,0.0073469387755102,0,"TELL_2_22_19",116.955558776855
"132","TELL_2_22_18",0.00244897959183673,0,0,0.000816326530612245,0.0555102040816327,0.076734693877551,0.00326530612244898,0.848163265306122,0.00571428571428571,0.00326530612244898,0.00408163265306122,0,0,0,0,"TELL_2_22_18",71.368766784668
